polymer_MW,LA/GA,mol_MW,mol_logP,mol_TPSA,mol_melting_point,mol_Hacceptors,mol_Hdonors,mol_heteroatoms,drug/polymer,surfactant_concentration,surfactant_HLB,aqueous/organic,pH,solvent_polarity_index,particle_size,EE,LC
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1,18,4,0,5.1,148.6,73.59,8.73
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1,18,3.03,0,5.1,137.2,70.38,8.38
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1,18,2,0,5.1,122.7,68.65,8.19
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1,18,4,0,5.1,161.5,81.78,7.56
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1,18,3.03,0,5.1,149.7,80.59,7.46
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1,18,2,0,5.1,133.9,78.28,7.26
12,1,256.1,2.01,90.71,217,5,2,7,0.2,1.5,18,4,0,5.1,129.5,57.9,10.38
12,1,256.1,2.01,90.71,217,5,2,7,0.2,1.5,18,3.03,0,5.1,113.4,54.66,9.85
12,1,256.1,2.01,90.71,217,5,2,7,0.2,1.5,18,2,0,5.1,101,52.39,9.48
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1.5,18,4,0,5.1,142.6,70.24,8.37
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1.5,18,3.03,0,5.1,132.9,66.84,7.99
12,1,256.1,2.01,90.71,217,5,2,7,0.13,1.5,18,2,0,5.1,115.7,65.25,7.82
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1.5,18,4,0,5.1,154.5,78.8,7.3
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1.5,18,3.03,0,5.1,141.6,75.99,7.06
12,1,256.1,2.01,90.71,217,5,2,7,0.1,1.5,18,2,0,5.1,125.5,73.26,6.83
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18,4,0,5.1,154.8,60.28,10.76
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18,3,0,5.1,139.5,56.49,10.15
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,0.5,18,2,0,5.1,124.1,55.06,9.92
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18,4,0,5.1,169.9,69.91,8.53
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18,3,0,5.1,159.1,68.36,8.35
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,0.5,18,2,0,5.1,140.5,64.97,7.97
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18,4,0,5.1,185.3,78.35,7.27
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18,3,0,5.1,167.6,76.86,7.14
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,0.5,18,2,0,5.1,155.1,74.4,6.92
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1,18,4,0,5.1,143.6,57.96,10.39
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1,18,3,0,5.1,128.9,54.45,9.82
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1,18,2,0,5.1,114.9,52.83,9.56
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1,18,4,0,5.1,156.6,69.16,8.44
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1,18,3,0,5.1,144.5,66.15,8.11
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1,18,2,0,5.1,129.2,64.52,7.92
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1,18,4,0,5.1,170.1,77.9,7.23
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1,18,3,0,5.1,157.7,75.74,7.04
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1,18,2,0,5.1,141.1,73.57,6.85
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18,4,0,5.1,139.2,54.42,9.82
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18,3,0,5.1,121.9,51.37,9.32
12,1,263.38,2.63,32.7,180.5,3,1,3,0.2,1.5,18,2,0,5.1,108.6,49.23,8.96
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18,4,0,5.1,153.2,66.01,8.09
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18,3,0,5.1,142.8,62.82,7.73
12,1,263.38,2.63,32.7,180.5,3,1,3,0.133,1.5,18,2,0,5.1,124.3,61.32,7.56
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18,4,0,5.1,166,74.05,6.89
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18,3,0,5.1,152.1,71.42,6.67
12,1,263.38,2.63,32.7,180.5,3,1,3,0.1,1.5,18,2,0,5.1,134.9,68.85,6.44
12,1,319.86,0.87,19.37,105,3,0,5,0.025,0,0,3.33,0,5.1,220,3.12,0.52
62.5,1,196.21,2.95,30.21,174,2,0,2,0.01,0.25,29,1,0,5.1,164,33,0.31
62.5,1,166.14,-1.05,83.54,300,4,2,6,0.01,0.25,29,1,0,5.1,164,41.5,0.39
31,1,206.29,3.07,37.3,54,1,1,2,0.056,0.5,18,2,-2,5.1,234.1,93.4,4.93
31,1,206.29,3.07,37.3,54,1,1,2,0.056,0.3,15,2,-2,5.1,146,87.5,4.64
31,1,206.29,3.07,37.3,54,1,1,2,0.056,1,29,2,-2,5.1,159.5,85.1,4.51
62.5,1,137.14,-0.31,68.01,171.4,3,2,4,0.706,0.1,20.5,4,0,5.1,185,10,0.5
18.7,1,602.81,8.91,111.9,132,6,3,6,0.05,0.03,13,2,0,5.1,90.21,53.43,2.6
18.7,1,602.81,8.91,111.9,132,6,3,6,0.1,0.03,13,2,0,5.1,88.05,88.32,8.12
18.7,1,602.81,8.91,111.9,132,6,3,6,0.15,0.03,13,2,0,5.1,95.45,60.61,8.33
10,1,668.6,3.11,197.24,118,15,0,15,0.389,1,15,4,0,5.1,145,90.51,17.07
5,1,166.18,1.6,46.53,146,3,1,3,0.667,0.8,29,3,0,5.1,237.7,86.26,36.51
31,1,300.44,5.6,37.3,181,1,1,2,0.125,0,0,2.86,0,5.1,220,98.8,11
31,1,622.76,7.16,61.86,217.5,8,0,8,0.03,2,18,4,0,5.1,177,63.72,1.88
45,1,557.61,0.83,180.97,100.5,14,2,16,0.1,0.5,29,3.33,0,5.1,209.53,40,3.85
45,1,557.61,0.83,180.97,100.5,14,2,16,0.05,0.5,29,3.33,0,5.1,189.4,30,1.48
6,1,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29,2,0,5.1,122,82.73,0.82
14.5,1,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29,2,0,5.1,133,81.82,0.81
63.6,3,853.92,3.74,221.29,214.5,14,4,15,0.01,0.25,29,2,0,5.1,160,81.82,0.81
31,1,359.35,0.76,122.91,88.5,8,3,10,0.2,1,18,3,0,5.1,144.5,88.4,16.98
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1,29,2,-2,5.1,240,76.37,24.14
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1,29,2,-2,5.1,205.3,97.75,28.94
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,2,29,2,-2,5.1,236,77.36,24.38
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,2,29,2,-2,5.1,186,87.11,26.63
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1,29,2,-1,5.1,182,52.68,18
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1,29,2,-1,5.1,203.3,77.75,24.47
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,2,29,2,-1,5.1,183,59.54,19.88
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,2,29,2,-1,5.1,175.7,74.38,23.66
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,-1,5.1,179.3,85.18,26.19
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,-1,5.1,203.3,38.46,13.81
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,2.34,29,2,-1,5.1,166,66.69,21.75
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,0.66,29,2,-1,5.1,183,63.76,20.99
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,0,5.1,185,65.34,21.4
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,-2,5.1,201.7,82.52,25.59
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,-1,5.1,182.3,68.22,22.13
29.19,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1.5,29,2,-1,5.1,179,64.94,21.3
95.5,3,244.27,3.68,37.3,110.1,1,1,3,0.417,1,29,2,-2,5.1,232.8,94.6,28.27
236.37,1,368.39,3.37,93.06,183,6,2,6,0.056,1,18,2,0,5.1,214,48.15,2.65
236.37,1,327.12,3.86,92.47,227.5,4,2,8,0.056,1,18,2,0,5.1,215.6,70.23,4.31
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.059,1,18,2,-2,5.1,566.5,87.69,4.91
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.176,1,18,2,-2,5.1,597.6,90.26,13.74
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.059,2,18,2,-2,5.1,605,82.57,4.63
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.176,2,18,2,-2,5.1,611.2,90.85,13.82
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.053,1,18,2,-2,5.1,539,85.14,4.29
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.158,1,18,2,-2,5.1,532.1,89.29,12.36
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.053,2,18,2,-2,5.1,784.3,89.93,4.52
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.158,2,18,2,-2,5.1,641.5,89.01,12.32
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.158,2,18,2,-1,5.1,348.3,66.5,9.5
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.053,2,18,2,-1,5.1,280.1,49.79,2.55
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.158,1,18,2,-1,5.1,324.3,80.02,11.22
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.053,1,18,2,-1,5.1,265.4,62.05,3.16
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.176,2,18,2,-1,5.1,408.9,45.54,7.44
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.059,2,18,2,-1,5.1,318.4,39.79,2.29
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.176,1,18,2,-1,5.1,327.6,69.51,10.93
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.059,1,18,2,-1,5.1,269.9,72.74,4.1
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.222,1.5,18,2,-1,5.1,433.9,77.23,14.65
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.125,1.5,18,2,-1,5.1,326.7,0,0
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,2.5,18,2,-1,5.1,368.2,80.29,8.19
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,0.5,18,2,-1,5.1,343.8,80.34,8.2
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.1,1.5,18,2,-1,5.1,421,77.15,7.16
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.125,1.5,18,2,-1,5.1,340.4,68.48,7.89
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18,2,0,5.1,321.4,58.7,6.12
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18,2,-2,5.1,611.8,86.39,8.76
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18,2,-1,5.1,354.6,62.01,6.45
29.19,3,255.27,2.97,59.42,182.5,3,1,4,0.111,1.5,18,2,-1,5.1,357.8,62.09,6.45
1.22,1,315.68,4.07,38.33,140,2,1,7,0.05,1,20.5,20,0,5.1,217,85.9,4.3
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29,2,0,5.1,136.25,41.21,3.96
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29,2,0,5.1,145.2,37.61,3.62
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29,2,0,5.1,153.3,39.55,3.8
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29,2,0,5.1,139.45,50.53,4.81
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29,2,0,5.1,154.65,45.99,4.4
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29,2,0,5.1,158.05,47.87,4.57
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.25,29,2,0,5.1,158.7,56.75,5.37
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.5,29,2,0,5.1,161.65,53.26,5.06
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.1,0.75,29,2,0,5.1,174.9,57.38,5.43
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29,2,0,5.1,117.8,43.29,2.81
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29,2,0,5.1,129.2,44.66,2.89
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29,2,0,5.1,131.4,42.42,2.75
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29,2,0,5.1,127,54.82,3.53
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29,2,0,5.1,140.65,48.66,3.14
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29,2,0,5.1,152.65,52.66,3.39
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.25,29,2,0,5.1,141.4,58.52,3.75
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.5,29,2,0,5.1,156.3,55.04,3.54
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.067,0.75,29,2,0,5.1,161.2,57.14,3.67
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29,2,0,5.1,143.66,36.66,1.8
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29,2,0,5.1,149.43,43.18,2.11
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29,2,0,5.1,163.35,39.11,1.92
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29,2,0,5.1,136.4,49.03,2.39
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29,2,0,5.1,151.25,52.53,2.56
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29,2,0,5.1,166.3,46.35,2.27
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.25,29,2,0,5.1,153.26,61.65,2.99
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.5,29,2,0,5.1,165.96,59.7,2.9
1.22,1,293.37,2.93,78.29,81.5,5,0,5,0.05,0.75,29,2,0,5.1,180.15,54.32,2.64
108.95,1,521.44,4.87,93.81,219,6,1,8,0.333,0.1,15,2,0,5.1,117,90,22.4
10,1,272.78,2.19,55.56,155.5,4,1,5,0.01,0,0,3,-1,5.8,164,14.5,0.2
10,1,272.78,2.19,55.56,155.5,4,1,5,0.02,0,0,3,-1,5.8,184.1,11,0.3
10,1,272.78,2.19,55.56,155.5,4,1,5,0.04,0,0,3,-1,5.8,198,8.9,0.6
10,1,272.78,2.19,55.56,155.5,4,1,5,0.06,0,0,3,-1,5.8,203.6,7.6,1.5
10,1,272.78,2.19,55.56,155.5,4,1,5,0.1,0,0,3,-1,5.8,209.5,6.3,4.6
10,1,272.78,2.19,55.56,155.5,4,1,5,0.01,0,0,3,1,5.8,129.1,62,0.7
10,1,272.78,2.19,55.56,155.5,4,1,5,0.02,0,0,3,1,5.8,146,58.2,1.3
10,1,272.78,2.19,55.56,155.5,4,1,5,0.04,0,0,3,1,5.8,158.9,44.7,2
10,1,272.78,2.19,55.56,155.5,4,1,5,0.06,0,0,3,1,5.8,161.8,37.7,2.6
10,1,272.78,2.19,55.56,155.5,4,1,5,0.1,0,0,3,1,5.8,186.5,28.3,3.2
10,1,272.35,0.12,118.56,61,4,1,6,0.01,0,0,3,-1,5.8,148.3,36.2,0.4
10,1,272.35,0.12,118.56,61,4,1,6,0.02,0,0,3,-1,5.8,135,41.4,0.9
10,1,272.35,0.12,118.56,61,4,1,6,0.04,0,0,3,-1,5.8,81.8,44.1,2.1
10,1,272.35,0.12,118.56,61,4,1,6,0.06,0,0,3,-1,5.8,56.2,39,2.8
10,1,272.35,0.12,118.56,61,4,1,6,0.1,0,0,3,-1,5.8,20.2,34.8,4.1
51.68,1,853.92,3.74,221.29,214.5,14,4,15,0.04,1,18,20,0,5.1,103.7,52.5,2.1
44.49,1,361.37,1.54,75.01,226,6,1,8,0.08,0.1,29,2,0,5.1,80,15,0.65
1.33,1,252.27,2.64,63.4,215.5,2,1,4,0.05,0,0,5,0,5.1,148.3,69.79,3.37
1.33,1,252.27,2.64,63.4,215.5,2,1,4,0.05,0.03,13,5,0,5.1,160.2,72.13,3.48
15.1,1,317.34,4.3,66.4,280,2,2,4,0.1,0.2,18,10,0,5.8,166.63,62,4.67
31,1,300.05,1.7,70,270,2,2,5,0.1,1,18,10,0,7.2,175.1,45.13,5.38
46,1,435.89,2.52,88.18,230,6,1,10,0.035,0.5,29,3,0,5.1,205.5,91.35,3.72
19,1,392.47,1.9,94.83,263,5,3,6,0.2,0,0,2,1,5.1,217.5,34.57,6.47
